iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,people_fully_vaccinated,people_fully_vaccinated_per_hundred,population
DEU,Europe,Germany,2022-12-31,37241936.0,0.0,165738.0,0.0,442901.7,1971.0,63550296.0,76.2,83369840
DEU,Europe,Germany,2023-01-31,37749073.0,0.0,168723.0,0.0,448932.9,2006.6,63555965.0,76.2,83369840
DEU,Europe,Germany,2023-02-28,38131195.0,0.0,170722.0,0.0,453477.3,2030.3,63559019.0,76.2,83369840
DEU,Europe,Germany,2023-03-31,38334220.0,0.0,173000.0,0.0,455891.8,2057.4,63562946.0,76.2,83369840
DEU,Europe,Germany,2023-04-30,38405257.0,9193.0,174406.0,162.0,456736.6,2074.1,,,83369840
DEU,Europe,Germany,2023-05-31,38427956.0,0.0,174839.0,0.0,457006.5,2079.3,,,83369840
DEU,Europe,Germany,2023-06-30,38436657.0,0.0,174971.0,0.0,457110.0,2080.8,,,83369840
DEU,Europe,Germany,2023-07-31,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2023-08-31,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2023-09-30,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2023-10-31,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2023-11-30,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2023-12-31,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2024-01-31,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2024-02-29,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2024-03-31,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2024-04-30,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2024-05-31,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2024-06-30,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2024-07-31,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
DEU,Europe,Germany,2024-08-04,38437756.0,,174979.0,,457123.1,2081.0,,,83369840
IND,Asia,India,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,,1417173120
IND,Asia,India,2020-02-29,7.0,0.0,0.0,0.0,0.0,0.0,,,1417173120
IND,Asia,India,2020-03-31,979.0,0.0,25.0,0.0,0.7,0.0,,,1417173120
IND,Asia,India,2020-04-30,26496.0,0.0,824.0,0.0,18.6,0.6,,,1417173120
IND,Asia,India,2020-05-31,182143.0,50275.0,5164.0,1297.0,127.8,3.6,,,1417173120
IND,Asia,India,2020-06-30,528859.0,0.0,16095.0,0.0,371.0,11.3,,,1417173120
IND,Asia,India,2020-07-31,1385522.0,0.0,32063.0,0.0,972.0,22.5,,,1417173120
IND,Asia,India,2020-08-31,3542733.0,0.0,63498.0,0.0,2485.4,44.6,,,1417173120
IND,Asia,India,2020-09-30,5992532.0,0.0,94503.0,0.0,4204.0,66.3,,,1417173120
IND,Asia,India,2020-10-31,7864811.0,0.0,118534.0,0.0,5517.5,83.2,,,1417173120
IND,Asia,India,2020-11-30,9392919.0,0.0,136696.0,0.0,6589.6,95.9,,,1417173120
IND,Asia,India,2020-12-31,10187850.0,0.0,147622.0,0.0,7147.2,103.6,,,1417173120
IND,Asia,India,2021-01-31,10746183.0,91650.0,154274.0,935.0,7538.9,108.2,,,1417173120
IND,Asia,India,2021-02-28,11096731.0,105080.0,157051.0,749.0,7784.9,110.2,2456191.0,0.2,1417173120
IND,Asia,India,2021-03-31,11971624.0,0.0,161552.0,0.0,8398.6,113.3,9334695.0,0.7,1417173120
IND,Asia,India,2021-04-30,16960172.0,0.0,192311.0,0.0,11898.3,134.9,26621155.0,1.9,1417173120
IND,Asia,India,2021-05-31,27894800.0,0.0,325972.0,0.0,19569.5,228.7,43258810.0,3.0,1417173120
IND,Asia,India,2021-06-30,30233183.0,0.0,395751.0,0.0,21210.0,277.6,57748116.0,4.1,1417173120
IND,Asia,India,2021-07-31,31371901.0,0.0,420551.0,0.0,22008.8,295.0,,,1417173120
IND,Asia,India,2021-08-31,32695030.0,0.0,437830.0,0.0,22937.1,307.2,147797142.0,10.4,1417173120
IND,Asia,India,2021-09-30,33652745.0,0.0,446918.0,0.0,23609.0,313.5,237476249.0,16.8,1417173120
IND,Asia,India,2021-10-31,34273300.0,97832.0,458186.0,3917.0,24044.3,321.4,329088622.0,23.2,1417173120
IND,Asia,India,2021-11-30,34572523.0,0.0,468554.0,0.0,24254.2,328.7,448000946.0,31.6,1417173120
IND,Asia,India,2021-12-31,34786802.0,0.0,479682.0,0.0,24404.5,336.5,603224821.0,42.6,1417173120
IND,Asia,India,2022-01-31,41092522.0,0.0,494091.0,0.0,28828.3,346.6,709926447.0,50.1,1417173120
IND,Asia,India,2022-02-28,42916117.0,0.0,513724.0,0.0,30107.6,360.4,790556254.0,55.8,1417173120
IND,Asia,India,2022-03-31,43019453.0,0.0,521004.0,0.0,30180.1,365.5,831238996.0,58.6,1417173120
IND,Asia,India,2022-04-30,43057545.0,0.0,522193.0,0.0,30206.8,366.3,858800580.0,60.6,1417173120
IND,Asia,India,2022-05-31,43153043.0,0.0,524586.0,0.0,30273.8,368.0,888628256.0,62.7,1417173120
IND,Asia,India,2022-06-30,43389973.0,0.0,524999.0,0.0,30440.1,368.3,914479703.0,64.5,1417173120
IND,Asia,India,2022-07-31,44019811.0,131056.0,526357.0,324.0,30881.9,369.3,932775394.0,65.8,1417173120
IND,Asia,India,2022-08-31,44408132.0,0.0,527754.0,0.0,31154.4,370.2,942327191.0,66.5,1417173120
IND,Asia,India,2022-09-30,44568114.0,0.0,528510.0,0.0,31266.6,370.8,948371253.0,66.9,1417173120
IND,Asia,India,2022-10-31,44652266.0,0.0,529016.0,0.0,31325.6,371.1,,,1417173120
IND,Asia,India,2022-11-30,44671562.0,0.0,530612.0,0.0,31339.2,372.2,950765492.0,67.1,1417173120
IND,Asia,India,2022-12-31,44677106.0,0.0,530693.0,0.0,31343.0,372.3,951207411.0,67.1,1417173120
IND,Asia,India,2023-01-31,44682639.0,0.0,530740.0,0.0,31346.9,372.3,951695297.0,67.2,1417173120
IND,Asia,India,2023-02-28,44686017.0,0.0,530769.0,0.0,31349.3,372.4,951881903.0,67.2,1417173120
IND,Asia,India,2023-03-31,44704147.0,0.0,530831.0,0.0,31362.0,372.4,951957326.0,67.2,1417173120
IND,Asia,India,2023-04-30,44945389.0,53400.0,531533.0,204.0,31531.3,372.9,951968069.0,67.2,1417173120
IND,Asia,India,2023-05-31,44989744.0,0.0,531864.0,0.0,31562.4,373.1,951976039.0,67.2,1417173120
IND,Asia,India,2023-06-30,44993952.0,0.0,531903.0,0.0,31565.3,373.2,951978918.0,67.2,1417173120
IND,Asia,India,2023-07-31,44995588.0,0.0,531916.0,0.0,31566.5,373.2,951981701.0,67.2,1417173120
IND,Asia,India,2023-08-31,44996963.0,0.0,531928.0,0.0,31567.4,373.2,951984472.0,67.2,1417173120
IND,Asia,India,2023-09-30,44998525.0,0.0,532031.0,0.0,31568.5,373.2,951985329.0,67.2,1417173120
IND,Asia,India,2023-10-31,45001245.0,0.0,533293.0,0.0,31570.4,374.1,951986139.0,67.2,1417173120
IND,Asia,India,2023-11-30,45001764.0,0.0,533298.0,0.0,31570.8,374.1,951986909.0,67.2,1417173120
IND,Asia,India,2023-12-31,45013172.0,4552.0,533361.0,28.0,31578.8,374.2,,,1417173120
IND,Asia,India,2024-01-31,45025076.0,0.0,533445.0,0.0,31587.2,374.2,951988192.0,67.2,1417173120
IND,Asia,India,2024-02-29,45029035.0,0.0,533478.0,0.0,31589.9,374.3,951988544.0,67.2,1417173120
IND,Asia,India,2024-03-31,45034360.0,716.0,533552.0,13.0,31593.7,374.3,951990034.0,67.2,1417173120
IND,Asia,India,2024-04-30,45036953.0,0.0,533585.0,0.0,31595.5,374.3,951990205.0,67.2,1417173120
IND,Asia,India,2024-05-31,45039510.0,0.0,533612.0,0.0,31597.3,374.4,951990350.0,67.2,1417173120
IND,Asia,India,2024-06-30,45040618.0,334.0,533622.0,1.0,31598.1,374.4,951990441.0,67.2,1417173120
IND,Asia,India,2024-07-31,45041435.0,0.0,533623.0,0.0,31598.6,374.4,951990515.0,67.2,1417173120
IND,Asia,India,2024-08-12,,,,,,,951990552.0,67.2,1417173120
ITA,Europe,Italy,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,,59037472
ITA,Europe,Italy,2020-02-29,79.0,0.0,2.0,0.0,1.3,0.0,,,59037472
ITA,Europe,Italy,2020-03-31,92472.0,0.0,10023.0,0.0,1551.0,168.1,,,59037472
ITA,Europe,Italy,2020-04-30,195351.0,0.0,26384.0,0.0,3276.6,442.5,,,59037472
ITA,Europe,Italy,2020-05-31,232664.0,3337.0,33340.0,605.0,3902.5,559.2,,,59037472
ITA,Europe,Italy,2020-06-30,240535.0,0.0,34716.0,0.0,4034.5,582.3,,,59037472
ITA,Europe,Italy,2020-07-31,246263.0,0.0,35102.0,0.0,4130.6,588.8,,,59037472
ITA,Europe,Italy,2020-08-31,267252.0,0.0,35473.0,0.0,4482.7,595.0,,,59037472
ITA,Europe,Italy,2020-09-30,308503.0,0.0,35818.0,0.0,5174.6,600.8,,,59037472
ITA,Europe,Italy,2020-10-31,504908.0,0.0,37210.0,0.0,8468.9,624.1,,,59037472
ITA,Europe,Italy,2020-11-30,1564931.0,0.0,54363.0,0.0,26248.8,911.8,,,59037472
ITA,Europe,Italy,2020-12-31,2039182.0,0.0,71627.0,0.0,34203.5,1201.4,,,59037472
ITA,Europe,Italy,2021-01-31,2541783.0,86598.0,88279.0,3117.0,42633.7,1480.7,644302.0,1.1,59037472
ITA,Europe,Italy,2021-02-28,2907825.0,112029.0,97507.0,2021.0,48773.4,1635.5,1436682.0,2.4,59037472
ITA,Europe,Italy,2021-03-31,3512390.0,0.0,107636.0,0.0,58913.8,1805.4,3267848.0,5.5,59037472
ITA,Europe,Italy,2021-04-30,3949517.0,0.0,119021.0,0.0,66245.8,1996.4,6049677.0,10.2,59037472
ITA,Europe,Italy,2021-05-31,4213055.0,0.0,126002.0,0.0,70666.2,2113.4,12270865.0,20.8,59037472
ITA,Europe,Italy,2021-06-30,4257289.0,0.0,127458.0,0.0,71408.1,2137.9,18947113.0,32.1,59037472
ITA,Europe,Italy,2021-07-31,4312673.0,0.0,127942.0,0.0,72337.1,2146.0,31642646.0,53.6,59037472
ITA,Europe,Italy,2021-08-31,4524292.0,0.0,129056.0,0.0,75886.6,2164.7,36765312.0,62.3,59037472
ITA,Europe,Italy,2021-09-30,4657215.0,0.0,130653.0,0.0,78116.2,2191.5,41036087.0,69.5,59037472
ITA,Europe,Italy,2021-10-31,4767440.0,29978.0,132074.0,272.0,79965.0,2215.3,43101932.0,73.0,59037472
ITA,Europe,Italy,2021-11-30,4994891.0,0.0,133627.0,0.0,83780.0,2241.3,44054236.0,74.6,59037472
ITA,Europe,Italy,2021-12-31,5622431.0,0.0,136530.0,0.0,94305.9,2290.0,44709912.0,75.7,59037472
ITA,Europe,Italy,2022-01-31,10821375.0,0.0,145914.0,0.0,181508.5,2447.4,46071120.0,78.0,59037472
ITA,Europe,Italy,2022-02-28,12732680.0,0.0,154416.0,0.0,213567.1,2590.0,47436768.0,80.4,59037472
ITA,Europe,Italy,2022-03-31,14304111.0,0.0,158700.0,0.0,239925.0,2661.9,47780183.0,80.9,59037472
ITA,Europe,Italy,2022-04-30,16079209.0,0.0,162609.0,0.0,269698.9,2727.5,47856416.0,81.1,59037472
ITA,Europe,Italy,2022-05-31,17373741.0,0.0,166542.0,0.0,291412.3,2793.4,47884006.0,81.1,59037472
ITA,Europe,Italy,2022-06-30,18184917.0,0.0,168058.0,0.0,305018.3,2818.9,47898746.0,81.1,59037472
ITA,Europe,Italy,2022-07-31,21002773.0,394583.0,172003.0,1205.0,352282.6,2885.0,47910663.0,81.2,59037472
ITA,Europe,Italy,2022-08-31,21788862.0,0.0,175306.0,0.0,365467.8,2940.4,47919696.0,81.2,59037472
ITA,Europe,Italy,2022-09-30,22284812.0,0.0,176867.0,0.0,373786.4,2966.6,47926572.0,81.2,59037472
ITA,Europe,Italy,2022-10-31,23531023.0,0.0,179101.0,0.0,394689.3,3004.1,47932044.0,81.2,59037472
ITA,Europe,Italy,2022-11-30,24327664.0,0.0,181271.0,0.0,408051.5,3040.5,47936474.0,81.2,59037472
ITA,Europe,Italy,2022-12-31,25060503.0,0.0,184168.0,0.0,420343.5,3089.1,47939988.0,81.2,59037472
ITA,Europe,Italy,2023-01-31,25464800.0,0.0,186904.0,0.0,427124.8,3135.0,47942337.0,81.2,59037472
ITA,Europe,Italy,2023-02-28,25585160.0,0.0,188174.0,0.0,429143.6,3156.3,47944159.0,81.2,59037472
ITA,Europe,Italy,2023-03-31,25680148.0,0.0,188974.0,0.0,430736.9,3169.7,47945368.0,81.2,59037472
ITA,Europe,Italy,2023-04-30,25795509.0,23050.0,189786.0,159.0,432671.8,3183.3,47946019.0,81.2,59037472
ITA,Europe,Italy,2023-05-31,25861812.0,0.0,190440.0,0.0,433784.0,3194.3,47946540.0,81.2,59037472
ITA,Europe,Italy,2023-06-30,25894518.0,0.0,190820.0,0.0,434332.5,3200.6,47946863.0,81.2,59037472
ITA,Europe,Italy,2023-07-31,25913842.0,0.0,191019.0,0.0,434656.7,3204.0,47946938.0,81.2,59037472
ITA,Europe,Italy,2023-08-31,25946904.0,0.0,191237.0,0.0,435211.2,3207.6,47947008.0,81.2,59037472
ITA,Europe,Italy,2023-09-30,26060998.0,0.0,191650.0,0.0,437124.9,3214.6,47947081.0,81.2,59037472
ITA,Europe,Italy,2023-10-31,26242992.0,0.0,192479.0,0.0,440177.6,3228.5,47947093.0,81.2,59037472
ITA,Europe,Italy,2023-11-30,26390907.0,0.0,193459.0,0.0,442658.6,3244.9,,,59037472
ITA,Europe,Italy,2023-12-31,26661619.0,35408.0,195580.0,401.0,447199.2,3280.5,,,59037472
ITA,Europe,Italy,2024-01-31,26706837.0,0.0,196607.0,0.0,447957.7,3297.7,,,59037472
ITA,Europe,Italy,2024-02-29,26715465.0,0.0,196888.0,0.0,448102.4,3302.4,,,59037472
ITA,Europe,Italy,2024-03-31,26719019.0,523.0,196997.0,14.0,448162.0,3304.3,,,59037472
ITA,Europe,Italy,2024-04-30,26721200.0,0.0,197037.0,0.0,448198.6,3304.9,,,59037472
ITA,Europe,Italy,2024-05-31,26724411.0,0.0,197078.0,0.0,448252.5,3305.6,,,59037472
ITA,Europe,Italy,2024-06-30,26734957.0,3280.0,197159.0,22.0,448429.3,3307.0,,,59037472
ITA,Europe,Italy,2024-07-31,26774728.0,0.0,197301.0,0.0,449096.4,3309.4,,,59037472
ITA,Europe,Italy,2024-08-07,,,,,,,,,59037472
JPN,Asia,Japan,2020-01-31,3.0,0.0,0.0,0.0,0.0,0.0,,,123951696
JPN,Asia,Japan,2020-02-29,132.0,0.0,1.0,0.0,1.1,0.0,,,123951696
JPN,Asia,Japan,2020-03-31,1693.0,0.0,52.0,0.0,13.5,0.4,,,123951696
JPN,Asia,Japan,2020-04-30,13182.0,0.0,348.0,0.0,105.5,2.8,,,123951696
JPN,Asia,Japan,2020-05-31,16851.0,301.0,891.0,71.0,134.8,7.1,,,123951696
JPN,Asia,Japan,2020-06-30,18390.0,0.0,971.0,0.0,147.1,7.8,,,123951696
JPN,Asia,Japan,2020-07-31,29382.0,0.0,996.0,0.0,235.1,8.0,,,123951696
JPN,Asia,Japan,2020-08-31,67264.0,0.0,1264.0,0.0,538.1,10.1,,,123951696
JPN,Asia,Japan,2020-09-30,81690.0,0.0,1545.0,0.0,653.5,12.4,,,123951696
JPN,Asia,Japan,2020-10-31,96534.0,0.0,1711.0,0.0,772.3,13.7,,,123951696
JPN,Asia,Japan,2020-11-30,144653.0,0.0,2106.0,0.0,1157.2,16.8,,,123951696
JPN,Asia,Japan,2020-12-31,217312.0,0.0,3213.0,0.0,1738.5,25.7,,,123951696
JPN,Asia,Japan,2021-01-31,389518.0,24705.0,5654.0,635.0,3116.2,45.2,,,123951696
JPN,Asia,Japan,2021-02-28,432773.0,7176.0,7860.0,443.0,3462.2,62.9,,,123951696
JPN,Asia,Japan,2021-03-31,468614.0,0.0,9031.0,0.0,3749.0,72.2,125580.0,0.1,123951696
JPN,Asia,Japan,2021-04-30,566863.0,0.0,9913.0,0.0,4535.0,79.3,1042998.0,0.8,123951696
JPN,Asia,Japan,2021-05-31,744487.0,0.0,12967.0,0.0,5956.0,103.7,4080676.0,3.3,123951696
JPN,Asia,Japan,2021-06-30,795756.0,0.0,14669.0,0.0,6366.2,117.4,18338048.0,14.8,123951696
JPN,Asia,Japan,2021-07-31,870445.0,0.0,15129.0,0.0,6963.7,121.0,41354724.0,33.4,123951696
JPN,Asia,Japan,2021-08-31,1454364.0,0.0,15946.0,0.0,11635.1,127.6,61416788.0,49.6,123951696
JPN,Asia,Japan,2021-09-30,1694675.0,0.0,17482.0,0.0,13557.7,139.9,78441620.0,63.3,123951696
JPN,Asia,Japan,2021-10-31,1722864.0,5926.0,18268.0,69.0,13783.2,146.2,93853277.0,75.7,123951696
JPN,Asia,Japan,2021-11-30,1727143.0,0.0,18358.0,0.0,13817.4,146.9,98849160.0,79.8,123951696
JPN,Asia,Japan,2021-12-31,1731789.0,0.0,18387.0,0.0,13854.6,147.1,99712082.0,80.4,123951696
JPN,Asia,Japan,2022-01-31,2669638.0,0.0,18764.0,0.0,21357.5,150.1,100048776.0,80.7,123951696
JPN,Asia,Japan,2022-02-28,4954620.0,0.0,23270.0,0.0,39637.7,186.2,100399388.0,81.0,123951696
JPN,Asia,Japan,2022-03-31,6377719.0,0.0,27767.0,0.0,51022.7,222.1,100740090.0,81.3,123951696
JPN,Asia,Japan,2022-04-30,7660012.0,0.0,29308.0,0.0,61281.3,234.5,101608799.0,82.0,123951696
JPN,Asia,Japan,2022-05-31,8811614.0,0.0,30558.0,0.0,70494.3,244.5,102091056.0,82.4,123951696
JPN,Asia,Japan,2022-06-30,9253386.0,0.0,31139.0,0.0,74028.5,249.1,102380665.0,82.6,123951696
JPN,Asia,Japan,2022-07-31,12553010.0,1379099.0,32694.0,754.0,100426.0,261.6,102540995.0,82.7,123951696
JPN,Asia,Japan,2022-08-31,18180425.0,0.0,39253.0,0.0,145446.2,314.0,102737362.0,82.9,123951696
JPN,Asia,Japan,2022-09-30,21023814.0,0.0,44463.0,0.0,168193.8,355.7,102890775.0,83.0,123951696
JPN,Asia,Japan,2022-10-31,22273251.0,0.0,46711.0,0.0,178189.4,373.7,102953265.0,83.1,123951696
JPN,Asia,Japan,2022-11-30,24470557.0,0.0,49434.0,0.0,195768.2,395.5,103011906.0,83.1,123951696
JPN,Asia,Japan,2022-12-31,28266405.0,0.0,55813.0,0.0,226135.6,446.5,103154352.0,83.2,123951696
JPN,Asia,Japan,2023-01-31,32419632.0,0.0,58496.0,0.0,259362.1,468.0,103262800.0,83.3,123951696
JPN,Asia,Japan,2023-02-28,33172567.0,0.0,72268.0,0.0,265385.7,578.2,103328682.0,83.4,123951696
JPN,Asia,Japan,2023-03-31,33415461.0,0.0,73747.0,0.0,267328.8,590.0,103367657.0,83.4,123951696
JPN,Asia,Japan,2023-04-30,33714017.0,74812.0,74542.0,166.0,269717.3,596.4,103379476.0,83.4,123951696
JPN,Asia,Japan,2023-05-31,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2023-06-30,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2023-07-31,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2023-08-31,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2023-09-30,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2023-10-31,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2023-11-30,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2023-12-31,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2024-01-31,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2024-02-29,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2024-03-31,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2024-04-30,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2024-05-31,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2024-06-30,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2024-07-31,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
JPN,Asia,Japan,2024-08-04,33803572.0,0.0,74694.0,0.0,270433.8,597.6,,,123951696
ZAF,Africa,South Africa,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,,59893884
ZAF,Africa,South Africa,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,,59893884
ZAF,Africa,South Africa,2020-03-31,1187.0,0.0,1.0,0.0,19.0,0.0,,,59893884
ZAF,Africa,South Africa,2020-04-30,4361.0,0.0,86.0,0.0,69.9,1.4,,,59893884
ZAF,Africa,South Africa,2020-05-31,30967.0,9624.0,643.0,236.0,496.4,10.3,,,59893884
ZAF,Africa,South Africa,2020-06-30,131800.0,0.0,4638.0,0.0,2112.9,74.4,,,59893884
ZAF,Africa,South Africa,2020-07-31,434200.0,0.0,9141.0,0.0,6960.7,146.5,,,59893884
ZAF,Africa,South Africa,2020-08-31,622551.0,0.0,16467.0,0.0,9980.2,264.0,,,59893884
ZAF,Africa,South Africa,2020-09-30,669498.0,0.0,18862.0,0.0,10732.8,302.4,,,59893884
ZAF,Africa,South Africa,2020-10-31,714246.0,0.0,20341.0,0.0,11450.2,326.1,,,59893884
ZAF,Africa,South Africa,2020-11-30,785139.0,0.0,21439.0,0.0,12586.7,343.7,,,59893884
ZAF,Africa,South Africa,2020-12-31,994911.0,0.0,26521.0,0.0,15949.6,425.2,,,59893884
ZAF,Africa,South Africa,2021-01-31,1449236.0,44397.0,43951.0,3377.0,23233.0,704.6,,,59893884
ZAF,Africa,South Africa,2021-02-28,1512225.0,9858.0,49941.0,1001.0,24242.8,800.6,70527.0,0.1,59893884
ZAF,Africa,South Africa,2021-03-31,1544466.0,0.0,52648.0,0.0,24759.6,844.0,263878.0,0.4,59893884
ZAF,Africa,South Africa,2021-04-30,1574370.0,0.0,54125.0,0.0,25239.0,867.7,317656.0,0.5,59893884
ZAF,Africa,South Africa,2021-05-31,1659070.0,0.0,56363.0,0.0,26596.9,903.6,,,59893884
ZAF,Africa,South Africa,2021-06-30,1913861.0,0.0,59778.0,0.0,30681.5,958.3,,,59893884
ZAF,Africa,South Africa,2021-07-31,2368105.0,0.0,69488.0,0.0,37963.5,1114.0,,,59893884
ZAF,Africa,South Africa,2021-08-31,2757191.0,0.0,81461.0,0.0,44201.0,1305.9,5985293.0,10.0,59893884
ZAF,Africa,South Africa,2021-09-30,2895976.0,0.0,87001.0,0.0,46425.9,1394.7,8819130.0,14.7,59893884
ZAF,Africa,South Africa,2021-10-31,2921886.0,2554.0,89163.0,249.0,46841.3,1429.4,12317435.0,20.6,59893884
ZAF,Africa,South Africa,2021-11-30,2958548.0,0.0,89791.0,0.0,47429.0,1439.5,14475754.0,24.2,59893884
ZAF,Africa,South Africa,2021-12-31,3407937.0,0.0,90773.0,0.0,54633.3,1455.2,,,59893884
ZAF,Africa,South Africa,2022-01-31,3601630.0,0.0,94905.0,0.0,57738.4,1521.4,16625575.0,27.8,59893884
ZAF,Africa,South Africa,2022-02-28,3671991.0,0.0,99191.0,0.0,58866.4,1590.2,,,59893884
ZAF,Africa,South Africa,2022-03-31,3712263.0,0.0,99965.0,0.0,59512.0,1602.6,17898249.0,29.9,59893884
ZAF,Africa,South Africa,2022-04-30,3759689.0,0.0,100298.0,0.0,60272.3,1607.9,18339920.0,30.6,59893884
ZAF,Africa,South Africa,2022-05-31,3952193.0,0.0,101142.0,0.0,63358.3,1621.4,18767585.0,31.3,59893884
ZAF,Africa,South Africa,2022-06-30,3992449.0,0.0,101731.0,0.0,64003.7,1630.9,19058285.0,31.8,59893884
ZAF,Africa,South Africa,2022-07-31,4005124.0,2991.0,101982.0,39.0,64206.9,1634.9,,,59893884
ZAF,Africa,South Africa,2022-08-31,4011210.0,0.0,102084.0,0.0,64304.4,1636.5,19320571.0,32.3,59893884
ZAF,Africa,South Africa,2022-09-30,4017163.0,0.0,102169.0,0.0,64399.9,1637.9,19401052.0,32.4,59893884
ZAF,Africa,South Africa,2022-10-31,4027744.0,0.0,102311.0,0.0,64569.5,1640.2,,,59893884
ZAF,Africa,South Africa,2022-11-30,4040939.0,0.0,102428.0,0.0,64781.0,1642.0,19537503.0,32.6,59893884
ZAF,Africa,South Africa,2022-12-31,4048232.0,0.0,102568.0,0.0,64898.0,1644.3,,,59893884
ZAF,Africa,South Africa,2023-01-31,4055656.0,0.0,102595.0,0.0,65017.0,1644.7,,,59893884
ZAF,Africa,South Africa,2023-02-28,4061578.0,0.0,102595.0,0.0,65111.9,1644.7,,,59893884
ZAF,Africa,South Africa,2023-03-31,4072533.0,0.0,102595.0,0.0,65287.5,1644.7,,,59893884
ZAF,Africa,South Africa,2023-04-30,4072533.0,0.0,102595.0,0.0,65287.5,1644.7,21038797.0,35.1,59893884
ZAF,Africa,South Africa,2023-05-31,4072533.0,0.0,102595.0,0.0,65287.5,1644.7,,,59893884
ZAF,Africa,South Africa,2023-06-30,4072533.0,0.0,102595.0,0.0,65287.5,1644.7,,,59893884
ZAF,Africa,South Africa,2023-07-31,4072533.0,0.0,102595.0,0.0,65287.5,1644.7,,,59893884
ZAF,Africa,South Africa,2023-08-31,4072533.0,0.0,102595.0,0.0,65287.5,1644.7,,,59893884
ZAF,Africa,South Africa,2023-09-30,4072533.0,0.0,102595.0,0.0,65287.5,1644.7,,,59893884
ZAF,Africa,South Africa,2023-10-31,4072581.0,0.0,102595.0,0.0,65288.3,1644.7,,,59893884
ZAF,Africa,South Africa,2023-11-30,4072629.0,0.0,102595.0,0.0,65289.1,1644.7,,,59893884
ZAF,Africa,South Africa,2023-12-31,4072636.0,0.0,102595.0,0.0,65289.2,1644.7,,,59893884
ZAF,Africa,South Africa,2024-01-31,4072636.0,0.0,102595.0,0.0,65289.2,1644.7,,,59893884
ZAF,Africa,South Africa,2024-02-29,4072636.0,0.0,102595.0,0.0,65289.2,1644.7,,,59893884
ZAF,Africa,South Africa,2024-03-31,4072648.0,6.0,102595.0,0.0,65289.4,1644.7,,,59893884
ZAF,Africa,South Africa,2024-04-30,4072677.0,0.0,102595.0,0.0,65289.8,1644.7,,,59893884
ZAF,Africa,South Africa,2024-05-31,4072708.0,0.0,102595.0,0.0,65290.3,1644.7,,,59893884
ZAF,Africa,South Africa,2024-06-30,4072744.0,4.0,102595.0,0.0,65290.9,1644.7,,,59893884
ZAF,Africa,South Africa,2024-07-31,4072765.0,0.0,102595.0,0.0,65291.2,1644.7,,,59893884
ZAF,Africa,South Africa,2024-08-04,4072765.0,0.0,102595.0,0.0,65291.2,1644.7,,,59893884
GBR,Europe,United Kingdom,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,,67508936
