iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,people_fully_vaccinated,people_fully_vaccinated_per_hundred,population
GBR,Europe,United Kingdom,2020-02-29,35.0,0.0,2.0,0.0,0.5,0.0,,,67508936
GBR,Europe,United Kingdom,2020-03-31,23781.0,0.0,2489.0,0.0,348.8,36.5,,,67508936
GBR,Europe,United Kingdom,2020-04-30,149704.0,0.0,33860.0,0.0,2195.7,496.6,,,67508936
GBR,Europe,United Kingdom,2020-05-31,254220.0,11713.0,52003.0,1966.0,3728.7,762.7,,,67508936
GBR,Europe,United Kingdom,2020-06-30,282318.0,0.0,55834.0,0.0,4140.8,818.9,,,67508936
GBR,Europe,United Kingdom,2020-07-31,300185.0,0.0,57102.0,0.0,4402.9,837.5,,,67508936
GBR,Europe,United Kingdom,2020-08-31,336506.0,0.0,57786.0,0.0,4935.6,847.6,,,67508936
GBR,Europe,United Kingdom,2020-09-30,444906.0,0.0,58444.0,0.0,6525.5,857.2,,,67508936
GBR,Europe,United Kingdom,2020-10-31,901169.0,0.0,61809.0,0.0,13217.6,906.6,,,67508936
GBR,Europe,United Kingdom,2020-11-30,1639974.0,0.0,76128.0,0.0,24053.8,1116.6,,,67508936
GBR,Europe,United Kingdom,2020-12-31,2344433.0,0.0,90475.0,0.0,34386.3,1327.0,,,67508936
GBR,Europe,United Kingdom,2021-01-31,3880724.0,171875.0,129420.0,8572.0,56919.4,1898.2,494209.0,0.7,67508936
GBR,Europe,United Kingdom,2021-02-28,4247290.0,61484.0,147643.0,2644.0,62295.9,2165.5,815816.0,1.2,67508936
GBR,Europe,United Kingdom,2021-03-31,4405263.0,0.0,152211.0,0.0,64612.9,2232.5,4513458.0,6.7,67508936
GBR,Europe,United Kingdom,2021-04-30,4486774.0,0.0,153476.0,0.0,65808.4,2251.1,14957313.0,22.2,67508936
GBR,Europe,United Kingdom,2021-05-31,4571090.0,0.0,154020.0,0.0,67045.1,2259.0,25734719.0,38.1,67508936
GBR,Europe,United Kingdom,2021-06-30,4829385.0,0.0,154424.0,0.0,70833.6,2265.0,33048199.0,49.0,67508936
GBR,Europe,United Kingdom,2021-07-31,5810816.0,0.0,155688.0,0.0,85228.4,2283.5,38322171.0,56.8,67508936
GBR,Europe,United Kingdom,2021-08-31,6873387.0,0.0,159152.0,0.0,100813.4,2334.3,42909987.0,63.6,67508936
GBR,Europe,United Kingdom,2021-09-30,7823123.0,0.0,163282.0,0.0,114743.4,2394.9,44901832.0,66.5,67508936
GBR,Europe,United Kingdom,2021-10-31,9232804.0,285143.0,168231.0,1227.0,135419.4,2467.5,45712351.0,67.7,67508936
GBR,Europe,United Kingdom,2021-11-30,10346779.0,0.0,172547.0,0.0,151758.3,2530.8,46399306.0,68.7,67508936
GBR,Europe,United Kingdom,2021-12-31,12574779.0,0.0,176159.0,0.0,184436.9,2583.8,47434251.0,70.3,67508936
GBR,Europe,United Kingdom,2022-01-31,17354538.0,0.0,183284.0,0.0,254542.6,2688.3,48440773.0,71.8,67508936
GBR,Europe,United Kingdom,2022-02-28,18930961.0,0.0,187437.0,0.0,277664.3,2749.2,49014524.0,72.6,67508936
GBR,Europe,United Kingdom,2022-03-31,20833310.0,0.0,191138.0,0.0,305566.4,2803.5,49440582.0,73.2,67508936
GBR,Europe,United Kingdom,2022-04-30,21967635.0,0.0,196313.0,0.0,322203.8,2879.4,49756334.0,73.7,67508936
GBR,Europe,United Kingdom,2022-05-31,22290240.0,0.0,199308.0,0.0,326935.5,2923.3,50003659.0,74.1,67508936
GBR,Europe,United Kingdom,2022-06-30,22635758.0,0.0,200511.0,0.0,332003.3,2940.9,50189173.0,74.3,67508936
GBR,Europe,United Kingdom,2022-07-31,23342984.0,74614.0,204495.0,852.0,342376.3,2999.4,50526813.0,74.8,67508936
GBR,Europe,United Kingdom,2022-08-31,23510400.0,0.0,206735.0,0.0,344831.9,3032.2,50727968.0,75.1,67508936
GBR,Europe,United Kingdom,2022-09-30,23643075.0,0.0,208067.0,0.0,346777.8,3051.8,,,67508936
GBR,Europe,United Kingdom,2022-10-31,23915366.0,0.0,211355.0,0.0,350771.6,3100.0,,,67508936
GBR,Europe,United Kingdom,2022-11-30,24012236.0,0.0,213236.0,0.0,352192.4,3127.6,,,67508936
GBR,Europe,United Kingdom,2022-12-31,24159037.0,0.0,215345.0,0.0,354345.6,3158.5,,,67508936
GBR,Europe,United Kingdom,2023-01-31,24284241.0,0.0,219292.0,0.0,356181.9,3216.4,,,67508936
GBR,Europe,United Kingdom,2023-02-28,24384455.0,0.0,221274.0,0.0,357651.8,3245.5,,,67508936
GBR,Europe,United Kingdom,2023-03-31,24506101.0,0.0,223973.0,0.0,359436.0,3285.1,,,67508936
GBR,Europe,United Kingdom,2023-04-30,24587399.0,11492.0,226745.0,406.0,360628.4,3325.7,,,67508936
GBR,Europe,United Kingdom,2023-05-31,24621732.0,0.0,227932.0,0.0,361132.0,3343.1,,,67508936
GBR,Europe,United Kingdom,2023-06-30,24638312.0,0.0,228604.0,0.0,361375.2,3353.0,,,67508936
GBR,Europe,United Kingdom,2023-07-31,24654370.0,0.0,228996.0,0.0,361610.7,3358.7,,,67508936
GBR,Europe,United Kingdom,2023-08-31,24685994.0,0.0,229674.0,0.0,362074.5,3368.7,,,67508936
GBR,Europe,United Kingdom,2023-09-30,24736233.0,0.0,230727.0,0.0,362811.4,3384.1,,,67508936
GBR,Europe,United Kingdom,2023-10-31,24800594.0,0.0,232112.0,0.0,363755.4,3404.4,,,67508936
GBR,Europe,United Kingdom,2023-11-30,24822011.0,0.0,232112.0,0.0,364069.5,3404.4,,,67508936
GBR,Europe,United Kingdom,2023-12-31,24865259.0,10153.0,232112.0,0.0,364703.8,3404.4,,,67508936
GBR,Europe,United Kingdom,2024-01-31,24893992.0,0.0,232112.0,0.0,365125.3,3404.4,,,67508936
GBR,Europe,United Kingdom,2024-02-29,24908067.0,0.0,232112.0,0.0,365331.7,3404.4,,,67508936
GBR,Europe,United Kingdom,2024-03-31,24915915.0,1456.0,232112.0,0.0,365446.8,3404.4,,,67508936
GBR,Europe,United Kingdom,2024-04-30,24922647.0,0.0,232112.0,0.0,365545.6,3404.4,,,67508936
GBR,Europe,United Kingdom,2024-05-31,24933322.0,0.0,232112.0,0.0,365702.2,3404.4,,,67508936
GBR,Europe,United Kingdom,2024-06-30,24952139.0,4846.0,232112.0,0.0,365978.2,3404.4,,,67508936
GBR,Europe,United Kingdom,2024-07-31,24971229.0,0.0,232112.0,0.0,366258.1,3404.4,,,67508936
GBR,Europe,United Kingdom,2024-08-04,24974629.0,3400.0,232112.0,0.0,366308.0,3404.4,,,67508936
USA,North America,United States,2020-01-31,7.0,0.0,0.0,0.0,0.0,0.0,,,338289856
USA,North America,United States,2020-02-29,40.0,0.0,0.0,0.0,0.1,0.0,,,338289856
USA,North America,United States,2020-03-31,126309.0,0.0,2106.0,0.0,369.8,6.2,,,338289856
USA,North America,United States,2020-04-30,922947.0,0.0,53434.0,0.0,2702.4,156.4,,,338289856
USA,North America,United States,2020-05-31,1785422.0,146436.0,105325.0,6810.0,5227.7,308.4,,,338289856
USA,North America,United States,2020-06-30,2525377.0,0.0,127218.0,0.0,7394.2,372.5,,,338289856
USA,North America,United States,2020-07-31,4193916.0,0.0,151590.0,0.0,12279.6,443.8,,,338289856
USA,North America,United States,2020-08-31,5974471.0,0.0,187959.0,0.0,17493.0,550.3,,,338289856
USA,North America,United States,2020-09-30,7101096.0,0.0,208593.0,0.0,20791.8,610.8,,,338289856
USA,North America,United States,2020-10-31,8570765.0,0.0,228419.0,0.0,25094.9,668.8,,,338289856
USA,North America,United States,2020-11-30,13262982.0,0.0,273206.0,0.0,38833.6,799.9,,,338289856
USA,North America,United States,2020-12-31,18890446.0,0.0,342920.0,0.0,55310.6,1004.1,47241.0,0.0,338289856
USA,North America,United States,2021-01-31,25863033.0,1068625.0,452123.0,22249.0,75726.1,1323.8,7439022.0,2.2,338289856
USA,North America,United States,2021-02-28,28330091.0,465751.0,519853.0,13360.0,82949.5,1522.1,30163870.0,9.1,338289856
USA,North America,United States,2021-03-31,29932199.0,0.0,551233.0,0.0,87640.4,1614.0,64852669.0,19.5,338289856
USA,North America,United States,2021-04-30,31711421.0,0.0,571084.0,0.0,92850.0,1672.1,115074274.0,34.7,338289856
USA,North America,United States,2021-05-31,32904922.0,0.0,591159.0,0.0,96344.5,1730.9,147117126.0,44.3,338289856
USA,North America,United States,2021-06-30,33271863.0,0.0,600321.0,0.0,97418.9,1757.7,163820348.0,49.3,338289856
USA,North America,United States,2021-07-31,34237016.0,0.0,607562.0,0.0,100244.8,1778.9,171307489.0,51.6,338289856
USA,North America,United States,2021-08-31,38528478.0,0.0,638817.0,0.0,112810.1,1870.4,181157998.0,54.6,338289856
USA,North America,United States,2021-09-30,42585047.0,0.0,689585.0,0.0,124687.6,2019.1,191115499.0,57.6,338289856
USA,North America,United States,2021-10-31,45639685.0,526186.0,744729.0,8915.0,133631.4,2180.5,197453679.0,59.5,338289856
USA,North America,United States,2021-11-30,47976346.0,0.0,775631.0,0.0,140473.1,2271.0,202533633.0,61.0,338289856
USA,North America,United States,2021-12-31,51878860.0,0.0,812587.0,0.0,151899.5,2379.2,210360591.0,63.4,338289856
USA,North America,United States,2022-01-31,73756878.0,0.0,882540.0,0.0,215957.6,2584.0,215215443.0,64.8,338289856
USA,North America,United States,2022-02-28,78334128.0,0.0,947162.0,0.0,229359.7,2773.3,218330536.0,65.8,338289856
USA,North America,United States,2022-03-31,79303178.0,0.0,973682.0,0.0,232197.0,2850.9,219898973.0,66.2,338289856
USA,North America,United States,2022-04-30,80247494.0,0.0,986887.0,0.0,234961.9,2889.6,221433810.0,66.7,338289856
USA,North America,United States,2022-05-31,83171871.0,0.0,998446.0,0.0,243524.4,2923.4,222623670.0,67.0,338289856
USA,North America,United States,2022-06-30,85970435.0,0.0,1007412.0,0.0,251718.5,2949.7,223512235.0,67.3,338289856
USA,North America,United States,2022-07-31,90232883.0,947983.0,1021593.0,3113.0,264198.8,2991.2,224439379.0,67.6,338289856
USA,North America,United States,2022-08-31,92977806.0,0.0,1034748.0,0.0,272235.8,3029.7,225287976.0,67.9,338289856
USA,North America,United States,2022-09-30,94783304.0,0.0,1046067.0,0.0,277522.3,3062.8,226506045.0,68.2,338289856
USA,North America,United States,2022-10-31,96175292.0,0.0,1059919.0,0.0,281598.0,3103.4,227924209.0,68.6,338289856
USA,North America,United States,2022-11-30,97300648.0,0.0,1069493.0,0.0,284893.0,3131.4,228900198.0,68.9,338289856
USA,North America,United States,2022-12-31,99019493.0,0.0,1079976.0,0.0,289925.7,3162.1,229580638.0,69.2,338289856
USA,North America,United States,2023-01-31,100934394.0,0.0,1097034.0,0.0,295532.5,3212.1,230004242.0,69.3,338289856
USA,North America,United States,2023-02-28,102019564.0,0.0,1109145.0,0.0,298709.8,3247.5,230241646.0,69.4,338289856
USA,North America,United States,2023-03-31,102697566.0,0.0,1117054.0,0.0,300695.0,3270.7,230457960.0,69.4,338289856
USA,North America,United States,2023-04-30,103266404.0,86484.0,1124063.0,1046.0,302360.5,3291.2,230601588.0,69.5,338289856
USA,North America,United States,2023-05-31,103436829.0,,1128654.0,0.0,302859.5,3304.7,,,338289856
USA,North America,United States,2023-06-30,103436829.0,,1131181.0,0.0,302859.5,3312.1,,,338289856
USA,North America,United States,2023-07-31,103436829.0,,1133821.0,0.0,302859.5,3319.8,,,338289856
USA,North America,United States,2023-08-31,103436829.0,,1137240.0,0.0,302859.5,3329.8,,,338289856
USA,North America,United States,2023-09-30,103436829.0,,1142574.0,0.0,302859.5,3345.4,,,338289856
USA,North America,United States,2023-10-31,103436829.0,,1149434.0,0.0,302859.5,3365.5,,,338289856
USA,North America,United States,2023-11-30,103436829.0,,1154931.0,0.0,302859.5,3381.6,,,338289856
USA,North America,United States,2023-12-31,103436829.0,,1164476.0,2232.0,302859.5,3409.6,,,338289856
USA,North America,United States,2024-01-31,103436829.0,,1174058.0,0.0,302859.5,3437.6,,,338289856
USA,North America,United States,2024-02-29,103436829.0,,1180126.0,0.0,302859.5,3455.4,,,338289856
USA,North America,United States,2024-03-31,103436829.0,,1185109.0,737.0,302859.5,3470.0,,,338289856
USA,North America,United States,2024-04-30,103436829.0,,1187221.0,0.0,302859.5,3476.1,,,338289856
USA,North America,United States,2024-05-31,103436829.0,,1188647.0,0.0,302859.5,3480.3,,,338289856
USA,North America,United States,2024-06-30,103436829.0,,1190441.0,400.0,302859.5,3485.6,,,338289856
USA,North America,United States,2024-07-31,103436829.0,,1192546.0,0.0,302859.5,3491.7,,,338289856
USA,North America,United States,2024-08-04,103436829.0,,1193165.0,619.0,302859.5,3493.6,,,338289856
